PatientID,FirstName,LastName,MiddleName,SSN,PhoneNumber,Gender,DOB,Address,ModifiedDate,HospitalName,age,age_group,is_minor
HOSP_A_HOSP1-002939,Angela,Vincent,G,435-20-2152,7966178178,Female,1974-07-23,"10373 Cain Drive, Robertmouth, Mt 13240",2021-07-22,Hospital A,51,Adult,False
HOSP_A_HOSP1-002940,Cody,Moss,R,850-89-5424,9929094880,Male,1995-11-19,"507 Jones Ports Suite 130, Bullockland, De 95522",2021-10-20,Hospital A,29,Adult,False
HOSP_A_HOSP1-002941,Martin,Baker,I,346-47-1081,6716679242,Female,1948-11-04,"25162 Tanya Bridge Suite 595, Marshallland, Il 55584",2022-09-08,Hospital A,76,Senior,False
HOSP_A_HOSP1-002942,Nicholas,Walker,H,063-13-4904,4398620070,Female,1984-05-25,"7996 Ryan Forges, Burgessview, Wa 67860",2020-02-20,Hospital A,41,Adult,False
HOSP_A_HOSP1-002943,Lisa,Campos,N,096-84-3595,8175327535,Male,1932-04-21,"Psc 2901, Box 1184, Apo Ae 47552",2020-02-21,Hospital A,93,Senior,False
HOSP_A_HOSP1-002944,Mary,Johnson,A,830-16-3520,1429684726,Female,1929-07-22,"13198 Aaron Fall, Donaldberg, Dc 55066",2024-03-27,Hospital A,96,Senior,False
HOSP_A_HOSP1-002945,Jessica,Payne,A,007-02-6541,4706571375,Female,2008-08-07,"721 Jennifer Locks, Ramirezside, Ms 98236",2024-04-20,Hospital A,16,Child,True
HOSP_A_HOSP1-002946,Monica,Gardner,H,083-15-2792,5314225401,Female,1980-02-24,"Unit 6726 Box 1175, Dpo Ae 96903",2020-03-27,Hospital A,45,Adult,False
HOSP_A_HOSP1-002947,Victor,Martin,J,856-91-2722,6603914448,Female,2011-01-20,"Usnv Sims, Fpo Ae 43631",2020-08-26,Hospital A,14,Child,True
HOSP_A_HOSP1-002948,Laura,Ingram,F,777-66-6264,8295798004,Male,1953-09-09,"551 Patrick Pass, New Jessica, Vi 74377",2024-09-03,Hospital A,71,Senior,False
HOSP_A_HOSP1-002949,Audrey,Parrish,F,461-23-4264,0178702851,Male,2022-04-05,"6796 Michael Bridge, Muellerfurt, Ne 60666",2024-05-27,Hospital A,3,Child,True
HOSP_A_HOSP1-002950,Jonathan,Ewing,G,812-67-6248,6180488663,Female,1980-04-24,"Usnv Luna, Fpo Ap 66740",2020-12-02,Hospital A,45,Adult,False
HOSP_A_HOSP1-002951,Charles,Stephens,R,015-72-3312,7806373530,Female,1951-03-23,"1010 Christian Summit Suite 405, Foxhaven, Ak 91377",2024-02-25,Hospital A,74,Senior,False
HOSP_A_HOSP1-002952,Katelyn,Gutierrez,N,675-90-7868,7892185776,Female,1998-02-26,"814 Hall Causeway Apt. 168, Melissashire, Il 83285",2022-05-08,Hospital A,27,Adult,False
HOSP_A_HOSP1-002953,Melvin,Bowen,R,601-61-1075,5148997706,Male,2013-08-18,"6331 Allison Rapids, East Cassandraview, Ca 38311",2021-08-25,Hospital A,11,Child,True
HOSP_A_HOSP1-002954,Dustin,Simpson,Z,393-74-4159,8242722846,Male,2016-02-19,"67192 Robert Plaza, South Frankville, Ks 95816",2022-11-20,Hospital A,9,Child,True
HOSP_A_HOSP1-002955,Austin,Rhodes,K,527-84-9759,9400715893,Female,1992-04-24,"81506 White Orchard, Douglasside, Va 65024",2023-08-14,Hospital A,33,Adult,False
HOSP_A_HOSP1-002956,Shawn,George,C,686-53-8368,4394129612,Male,2023-11-11,"Usnv Edwards, Fpo Aa 96855",2021-06-14,Hospital A,1,Child,True
HOSP_A_HOSP1-002957,Jacob,Valencia,G,042-55-9048,7413617872,Female,1926-08-25,"14490 Owens Light, Lake Kellymouth, Va 48222",2024-02-13,Hospital A,98,Senior,False
HOSP_A_HOSP1-002958,Melissa,Lewis,I,431-40-1521,2404339000,Female,1968-02-26,"8351 Michelle Harbors Suite 741, Lake William, Nd 68884",2021-04-20,Hospital A,57,Adult,False
HOSP_A_HOSP1-002959,David,Allison,I,194-32-5564,5438796207,Female,2002-08-29,"8425 Patty Underpass, Richmondmouth, Ga 15530",2021-10-10,Hospital A,22,Adult,False
HOSP_A_HOSP1-002960,Patricia,Murphy,T,287-87-7376,4028014285,Male,2002-05-17,"6845 April Tunnel, Jonestown, Ky 20816",2021-08-22,Hospital A,23,Adult,False
HOSP_A_HOSP1-002961,Andrea,Hammond,I,807-07-9512,5095981342,Male,2012-10-25,"86719 Stephanie Throughway Suite 842, North Michaelfort, Mo 32334",2021-04-04,Hospital A,12,Child,True
HOSP_A_HOSP1-002962,Leah,Johnson,X,704-89-3752,5489539131,Female,1946-05-09,"301 Gwendolyn Burg, New Jennifer, Nj 40056",2023-12-20,Hospital A,79,Senior,False
HOSP_A_HOSP1-002963,Monica,Reilly,G,154-60-2164,6227658718,Male,1992-08-13,"150 Adams Forest, Davidchester, Az 79009",2020-05-20,Hospital A,32,Adult,False
HOSP_A_HOSP1-002964,Shelby,Ewing,G,482-83-9403,4158698308,Male,2013-05-06,"Unit 7631 Box 5994, Dpo Aa 38195",2020-06-09,Hospital A,12,Child,True
HOSP_A_HOSP1-002965,Don,Aguilar,L,172-16-9954,3966219699,Female,2020-11-18,"468 Rasmussen Forks, Michaelchester, Nj 27419",2023-01-15,Hospital A,4,Child,True
HOSP_A_HOSP1-002966,Raymond,Weiss,E,219-27-9139,7188089022,Male,1973-10-16,"417 Karl Harbor, New Charles, Ut 69233",2021-04-24,Hospital A,51,Adult,False
HOSP_A_HOSP1-002967,Arthur,Bird,K,560-15-5892,7258642148,Female,1975-05-11,"4329 Victoria Trafficway Suite 642, South Dylan, Or 91863",2023-04-15,Hospital A,50,Adult,False
HOSP_A_HOSP1-002968,Meagan,Riley,I,564-93-7709,1499692727,Female,1966-11-02,"25595 Tracy Falls Suite 708, New Justinland, Pa 47997",2021-07-02,Hospital A,58,Adult,False
HOSP_A_HOSP1-002969,Tammy,Cruz,E,236-12-4205,4107859141,Female,2001-05-08,"1259 Randy Junctions Apt. 224, Watkinsshire, Az 70045",2021-08-25,Hospital A,24,Adult,False
HOSP_A_HOSP1-002970,Jeffrey,Johnson,J,053-55-0613,8281935264,Male,2012-10-05,"031 White Plains, Jamieville, Ky 73608",2022-12-16,Hospital A,12,Child,True
HOSP_A_HOSP1-002971,Rita,Farrell,D,525-11-6198,3757494851,Female,1925-10-27,"Unit 2461 Box 9688, Dpo Ae 83914",2020-01-27,Hospital A,99,Senior,False
HOSP_A_HOSP1-002972,Deborah,Mason,L,450-52-2608,6957744667,Female,1953-10-26,"4978 Tonya View, Davisberg, Ia 69975",2023-02-09,Hospital A,71,Senior,False
HOSP_A_HOSP1-002973,Lisa,Delgado,K,678-93-6616,6936230187,Male,2002-05-23,"8827 Christy Orchard, Diazville, Nc 35177",2023-05-17,Hospital A,23,Adult,False
HOSP_A_HOSP1-002974,Anthony,Steele,R,276-81-1718,5963322935,Male,2017-11-17,"047 Brian Mount Apt. 663, Christinafurt, Pa 94252",2022-08-26,Hospital A,7,Child,True
HOSP_A_HOSP1-002975,Carrie,Valenzuela,N,581-39-1326,2825905344,Male,2002-07-17,"5746 Duke Unions, North Adam, Nd 67874",2022-07-14,Hospital A,23,Adult,False
HOSP_A_HOSP1-002976,Christine,Johnson,E,868-85-1748,2355505551,Male,1938-08-01,"9339 Collins Prairie Apt. 926, Port Travismouth, Ms 90834",2024-06-03,Hospital A,87,Senior,False
HOSP_A_HOSP1-002977,Kevin,Greer,Y,623-67-8682,8545197032,Male,1981-03-03,"22732 Calvin Island Apt. 197, North Joseph, Ca 38428",2023-12-16,Hospital A,44,Adult,False
HOSP_A_HOSP1-002978,Ashlee,Brewer,Q,684-49-6099,4398659126,Male,1998-01-19,"Unit 5537 Box 0679, Dpo Aa 65984",2022-01-23,Hospital A,27,Adult,False
HOSP_A_HOSP1-002979,Andrew,Miller,A,697-09-9394,7078318012,Male,1933-03-23,"94775 Amber Cape Apt. 403, Williamton, Oh 72201",2020-03-06,Hospital A,92,Senior,False
HOSP_A_HOSP1-002980,Ronald,Wells,C,306-21-1180,6849418481,Male,1995-07-30,"6584 Lara Rapid, Ingramhaven, Wv 72713",2021-04-25,Hospital A,30,Adult,False
HOSP_A_HOSP1-002981,Marissa,Calhoun,S,895-65-5873,1453619431,Male,1934-01-21,"9068 Young Villages Apt. 963, Lake Amy, Va 81131",2024-06-21,Hospital A,91,Senior,False
HOSP_A_HOSP1-002982,Jonathan,Bryant,B,737-37-5196,3049220259,Male,1950-12-09,"97846 Jordan Route Apt. 364, Aguilarton, Ky 22602",2020-12-22,Hospital A,74,Senior,False
HOSP_A_HOSP1-002983,Melissa,Smith,W,710-11-4982,1906789417,Female,1930-10-08,"35948 Lee Run Apt. 979, West Jonathanshire, Pa 87269",2023-12-16,Hospital A,94,Senior,False
HOSP_A_HOSP1-002984,Luis,Wallace,U,871-91-9911,7255697140,Female,1985-02-03,"5949 Harris Parks, New Philipstad, Hi 33656",2021-12-23,Hospital A,40,Adult,False
HOSP_A_HOSP1-002985,Kevin,Castillo,P,772-72-6492,6404873397,Male,1987-06-02,"3103 Hernandez Trail, Santiagoview, Ok 78604",2024-03-12,Hospital A,38,Adult,False
HOSP_A_HOSP1-002986,Rachael,Lee,U,126-48-1292,5736258761,Male,1933-09-13,"82737 Michael Motorway, Greenview, Ca 27360",2021-01-11,Hospital A,91,Senior,False
HOSP_A_HOSP1-002987,Richard,Campbell,K,376-49-3290,9373177005,Male,1999-05-08,"050 Emily Turnpike Suite 586, Port Michael, Ks 00912",2023-06-21,Hospital A,26,Adult,False
HOSP_A_HOSP1-002988,Cassidy,Davis,K,541-97-9330,9727331880,Male,1998-01-24,"462 James Fall Apt. 372, East Anthonyhaven, Me 03771",2022-02-23,Hospital A,27,Adult,False
HOSP_A_HOSP1-002989,Kevin,Craig,A,099-93-8243,7997485353,Female,1926-05-01,"994 Gary Mount Apt. 487, Nicholasside, Ma 90929",2023-03-17,Hospital A,99,Senior,False
HOSP_A_HOSP1-002990,Ronald,Ferrell,G,442-44-4568,1383251004,Female,1934-12-25,"25732 Robert Inlet Suite 495, Lake Benjaminborough, Ut 97191",2021-06-13,Hospital A,90,Senior,False
HOSP_A_HOSP1-002991,Ryan,Jones,T,020-35-4738,3076743284,Female,1949-09-04,"55030 Angela Path, Lake Garymouth, Mn 48891",2021-05-19,Hospital A,75,Senior,False
HOSP_A_HOSP1-002992,Tiffany,Smith,O,307-91-1787,8753454569,Female,1968-05-20,"628 James Lake, Lake Daniel, Hi 85718",2020-05-30,Hospital A,57,Adult,False
HOSP_A_HOSP1-002993,James,Washington,C,551-33-8510,2073160138,Male,1953-02-16,"65511 Levy Fall, Pamelastad, Fl 70620",2022-08-03,Hospital A,72,Senior,False
HOSP_A_HOSP1-002994,Brian,Benton,S,867-46-0443,2590231064,Male,1997-05-10,"Psc 4747, Box 6771, Apo Ae 50586",2023-03-30,Hospital A,28,Adult,False
HOSP_A_HOSP1-002995,Donna,Morgan,W,506-99-0123,9097925158,Female,1955-03-01,"41790 Pierce Lane, Kellyhaven, Nm 91743",2022-11-09,Hospital A,70,Senior,False
HOSP_A_HOSP1-002996,Sara,Saunders,D,153-05-8576,4819194681,Female,1930-01-06,"5509 Brian Parks Suite 942, West Andrew, Dc 82082",2024-03-24,Hospital A,95,Senior,False
HOSP_A_HOSP1-002997,Kevin,Perez,O,695-15-1552,2273293178,Male,1999-02-15,"72689 Alan Drive, Jeffreyborough, Vt 10753",2020-11-06,Hospital A,26,Adult,False
HOSP_A_HOSP1-002998,Jessica,Ramos,X,341-11-9925,5833391468,Male,1975-05-21,"4599 Wood Gardens, South Pamelaside, La 37942",2022-03-22,Hospital A,50,Adult,False
HOSP_A_HOSP1-002999,Peter,Bush,H,747-75-4653,8141542577,Male,1984-04-02,"677 Yvonne Fall Suite 227, Beltranport, Ri 10738",2022-04-15,Hospital A,41,Adult,False
HOSP_A_HOSP1-003000,Daniel,Brewer,W,540-74-4047,3651450696,Female,1978-03-22,"67159 Heather Alley Apt. 522, West Justin, Sc 28047",2022-04-08,Hospital A,47,Adult,False
HOSP_A_HOSP1-003001,Kevin,Morgan,U,223-01-7494,1494588370,Female,2006-10-26,"05746 Tammy Forges, Danielleview, Al 85918",2020-07-11,Hospital A,18,Adult,False
HOSP_A_HOSP1-003002,Kristen,Burke,Q,495-08-6203,7299200280,Female,1931-11-16,"2551 Edward Port, Jenniferport, Ct 75935",2022-01-31,Hospital A,93,Senior,False
HOSP_A_HOSP1-003003,Matthew,Goodwin,C,313-25-5355,8049141420,Male,1980-12-13,"34187 Nicholson Shores Apt. 803, East Savannahstad, Wi 68890",2021-05-06,Hospital A,44,Adult,False
HOSP_A_HOSP1-003004,Matthew,Garrett,I,329-62-8449,5925103638,Male,1929-04-20,"4558 Brown Inlet Suite 176, Port Carriemouth, In 05235",2020-07-26,Hospital A,96,Senior,False
HOSP_A_HOSP1-003005,Eric,Martinez,H,252-85-3715,0595673615,Male,2006-08-31,"65572 Dana Drive, Port Kayla, Az 82530",2022-05-06,Hospital A,18,Adult,False
HOSP_A_HOSP1-003006,Maria,Shelton,V,205-37-2290,2069524718,Male,2000-04-20,"39117 Timothy Parks, Port Todd, Pr 76695",2022-07-23,Hospital A,25,Adult,False
HOSP_A_HOSP1-003007,Angela,Lee,Q,031-81-3188,9730314147,Male,1948-06-19,"387 Hart Track, North Williamland, Me 19800",2020-12-12,Hospital A,77,Senior,False
HOSP_A_HOSP1-003008,Terri,Wright,M,290-78-0652,5132098026,Female,2002-10-10,"650 Mark Rue, North Stephen, La 77223",2023-01-22,Hospital A,22,Adult,False
HOSP_A_HOSP1-003009,Francis,Moyer,D,008-35-1214,7732043160,Female,1993-04-20,"915 Kennedy Lodge, Harrisside, Nv 35210",2020-02-02,Hospital A,32,Adult,False
HOSP_A_HOSP1-003010,Dawn,Huff,V,783-99-6521,5828008468,Female,1987-11-11,"131 Tracy Burgs Apt. 350, Port Amandaport, La 49899",2023-11-05,Hospital A,37,Adult,False
HOSP_A_HOSP1-003011,Daniel,Ramos,K,333-60-1248,6219239594,Male,1925-04-03,"20128 Logan Manor, Brandonville, Ri 42463",2022-07-16,Hospital A,100,Senior,False
HOSP_A_HOSP1-003012,Amy,Mata,F,543-43-1255,7697813810,Female,1983-08-11,"Unit 1185 Box 0610, Dpo Aa 67887",2021-01-21,Hospital A,41,Adult,False
HOSP_A_HOSP1-003013,Tina,Acosta,Z,132-88-6209,4748718685,Female,1935-04-15,"051 Sabrina Mills, Rachelbury, Ut 30358",2021-09-24,Hospital A,90,Senior,False
HOSP_A_HOSP1-003014,Frank,Miller,K,625-40-4301,3976176171,Female,2018-03-02,"90822 Alan Greens, Lake Brittanyland, La 30493",2024-10-21,Hospital A,7,Child,True
HOSP_A_HOSP1-003015,Cynthia,Butler,L,866-14-7159,5544866451,Male,1987-05-05,"5707 Brett Streets Apt. 055, Lake Shannon, Dc 04788",2024-06-06,Hospital A,38,Adult,False
HOSP_A_HOSP1-003016,Joseph,Cortez,I,528-85-0990,1519541278,Female,1974-03-19,"085 Frederick Street Suite 218, South Morganberg, Ca 76286",2022-10-11,Hospital A,51,Adult,False
HOSP_A_HOSP1-003017,Linda,Prince,H,219-41-2790,6505579492,Male,1979-12-18,"7185 Willie Via, Angelaland, Tn 01368",2021-03-14,Hospital A,45,Adult,False
HOSP_A_HOSP1-003018,Dustin,Watkins,E,748-75-0604,9297047910,Male,1949-12-21,"62112 Bruce Alley Suite 291, South Steven, Nd 77984",2021-12-25,Hospital A,75,Senior,False
HOSP_A_HOSP1-003019,Michael,Holland,F,404-78-3402,5121273685,Male,1973-10-23,"7546 Harvey Mill, Port Rebeccaton, Dc 96816",2021-10-07,Hospital A,51,Adult,False
HOSP_A_HOSP1-003020,James,Jackson,J,671-31-2561,6884657370,Female,1931-03-20,"14331 Howe Mountains Apt. 939, Ericaland, Vi 53069",2024-09-29,Hospital A,94,Senior,False
HOSP_A_HOSP1-003021,Anthony,Miles,B,028-72-4563,3616079008,Male,2017-06-07,"38620 Barry Villages Suite 582, Shannonhaven, Dc 31216",2023-07-24,Hospital A,8,Child,True
HOSP_A_HOSP1-003022,Jared,Romero,X,185-34-0743,9906823889,Female,1997-03-20,"129 Kevin Manors Suite 632, East Timothychester, Wa 53385",2024-05-06,Hospital A,28,Adult,False
HOSP_A_HOSP1-003023,Amy,Madden,K,783-11-7855,3947230392,Female,2018-08-31,"154 Phillips Port, Castillohaven, Oh 92127",2021-04-28,Hospital A,6,Child,True
HOSP_A_HOSP1-003024,Jaclyn,Kelly,H,866-90-2045,4546172385,Female,1959-03-19,"425 Krueger Course, East Wanda, Wi 58053",2024-04-20,Hospital A,66,Senior,False
HOSP_A_HOSP1-003025,William,Harrison,M,026-02-4863,7992800224,Female,1974-05-07,"Unit 5887 Box 7497, Dpo Ae 38673",2023-04-02,Hospital A,51,Adult,False
HOSP_A_HOSP1-003026,Barbara,Murray,A,637-64-8484,9174997519,Male,1945-11-28,"79371 Gregory Port Apt. 196, Ruthport, Vi 26727",2020-03-17,Hospital A,79,Senior,False
HOSP_A_HOSP1-003027,Joshua,Wade,O,457-04-2008,8176970746,Female,2008-09-09,"796 Allen Isle Suite 463, Santiagoborough, Nd 17963",2023-02-08,Hospital A,16,Child,True
HOSP_A_HOSP1-003028,Sarah,Patrick,Q,751-95-4532,8965327104,Female,1965-03-02,"42715 Connie Canyon, North Mathewville, Nh 10067",2023-11-20,Hospital A,60,Senior,False
HOSP_A_HOSP1-003029,Christopher,Gibbs,A,106-92-3259,6348341387,Male,2012-06-23,"629 Shannon Knoll, North Shannonbury, As 10230",2020-06-07,Hospital A,13,Child,True
HOSP_A_HOSP1-003030,Kristie,Hill,M,887-31-3898,8519374225,Male,1955-04-23,"3236 Michele Drive Apt. 864, Lake Miguel, Ms 70477",2023-04-02,Hospital A,70,Senior,False
HOSP_A_HOSP1-003031,Bryan,Nicholson,X,133-82-8795,1323062868,Female,1938-05-08,"Psc 5446, Box 0422, Apo Ae 56166",2020-11-16,Hospital A,87,Senior,False
HOSP_A_HOSP1-003032,Kimberly,Anderson,E,511-97-9496,7285100657,Male,1938-07-06,"012 Young Plain Suite 615, North Virginiabury, Me 21277",2022-08-13,Hospital A,87,Senior,False
HOSP_A_HOSP1-003033,Timothy,Duke,S,244-54-3438,6958110782,Male,1948-11-11,"790 Robert Lock, East Christopher, Vt 16884",2023-04-20,Hospital A,76,Senior,False
HOSP_A_HOSP1-003034,Joseph,Wilson,B,077-69-1788,9824512550,Female,1927-07-22,"Unit 4464 Box 0856, Dpo Ap 36213",2022-05-30,Hospital A,98,Senior,False
HOSP_A_HOSP1-003035,Amy,Lee,A,525-57-8373,4829711992,Female,1963-11-03,"25909 Joshua Brook Apt. 621, South Kevin, Ma 07276",2023-05-08,Hospital A,61,Senior,False
HOSP_A_HOSP1-003036,Daniel,Maynard,P,840-10-6809,8788727707,Male,1958-04-27,"87963 Anne Ports, East Christopher, Ok 08350",2021-06-17,Hospital A,67,Senior,False
HOSP_A_HOSP1-003037,Joshua,Johnson,Z,221-83-6952,8462526508,Male,1968-09-07,"Unit 3689 Box 4462, Dpo Ae 67363",2020-08-08,Hospital A,56,Adult,False
HOSP_A_HOSP1-003038,Craig,Williams,B,111-73-4375,7795182976,Female,1960-08-14,"231 Morris Fall, East April, Ga 94351",2020-09-15,Hospital A,64,Senior,False
HOSP_A_HOSP1-003039,Justin,Cameron,N,305-26-5170,8524895088,Male,1949-09-24,"95445 Russell Trace Suite 534, Jamesmouth, Nd 63358",2021-11-24,Hospital A,75,Senior,False
HOSP_A_HOSP1-003040,David,Roberts,M,177-38-7772,5693300469,Male,1948-04-25,"825 Peggy Station Suite 947, East Ryan, Ne 17168",2022-04-11,Hospital A,77,Senior,False
HOSP_A_HOSP1-003041,Holly,Sparks,V,445-18-5473,5812929933,Female,1963-10-16,"Psc 6027, Box 2386, Apo Ap 23117",2022-02-12,Hospital A,61,Senior,False
HOSP_A_HOSP1-003042,Leslie,Merritt,U,307-06-4919,8535755188,Male,2008-11-13,"458 Murillo Manors, East Bruce, Ok 05643",2023-10-02,Hospital A,16,Child,True
HOSP_A_HOSP1-003043,Ashley,Harvey,R,656-03-7170,4067792858,Male,1992-11-30,"359 Ellen Harbor, North Courtney, Mt 94368",2020-02-22,Hospital A,32,Adult,False
HOSP_A_HOSP1-003044,Tyrone,Cook,U,250-39-5317,8887865881,Male,1971-10-14,"1088 Michael Estates Suite 579, Lake Brianton, Vi 86050",2021-08-14,Hospital A,53,Adult,False
HOSP_A_HOSP1-003045,Douglas,Spears,Y,624-54-3428,1359266992,Female,1935-08-09,"82448 Joseph Neck Suite 434, New Natashachester, Co 91896",2022-07-21,Hospital A,89,Senior,False
HOSP_A_HOSP1-003046,Julia,Hudson,E,239-11-7256,6718361867,Male,1948-06-04,"9287 Richard Bridge, Sanchezland, Ny 89407",2022-12-06,Hospital A,77,Senior,False
HOSP_A_HOSP1-003047,Patricia,Cole,A,304-29-3167,8396503170,Female,2002-01-29,"845 Wilson Station Apt. 100, Lake Belindahaven, Co 33117",2023-01-08,Hospital A,23,Adult,False
HOSP_A_HOSP1-003048,Raymond,Johnson,R,729-76-0894,9967151208,Female,1944-09-11,"66987 Richardson Ways Apt. 091, Danaton, Ak 20965",2021-12-11,Hospital A,80,Senior,False
HOSP_A_HOSP1-003049,Kevin,Blake,J,677-18-5869,2328903776,Female,2022-10-23,"197 Lewis Lakes Suite 785, North Scottmouth, Ut 42292",2023-01-30,Hospital A,2,Child,True
HOSP_A_HOSP1-003050,Melissa,Harrington,J,755-05-5029,5991257572,Female,2007-12-15,"292 Timothy Parks, East Jessicafort, Gu 98599",2021-09-09,Hospital A,17,Child,True
HOSP_A_HOSP1-003051,Edward,Torres,A,597-32-4017,7292869265,Female,1944-05-09,"23826 Torres Expressway Suite 090, West Kyleberg, Ga 35173",2021-04-20,Hospital A,81,Senior,False
HOSP_A_HOSP1-003052,Crystal,Robinson,W,393-51-5792,4990063381,Male,1970-04-21,"9160 Chad Common, Scottport, La 95286",2020-07-04,Hospital A,55,Adult,False
HOSP_A_HOSP1-003053,Benjamin,Ferguson,E,646-49-5363,0599720637,Male,1925-11-17,"Unit 6749 Box 3622, Dpo Aa 36338",2022-10-28,Hospital A,99,Senior,False
HOSP_A_HOSP1-003054,Michael,Parker,Q,789-15-4413,2706591455,Female,1936-06-01,"8054 Dunn Brook Apt. 495, West Heather, Nc 58678",2023-06-15,Hospital A,89,Senior,False
HOSP_A_HOSP1-003055,Victor,Flowers,N,211-71-4751,5420366409,Male,1926-09-01,"961 Kevin Rue Suite 093, New Calvinhaven, As 46783",2021-03-13,Hospital A,98,Senior,False
HOSP_A_HOSP1-003056,Denise,Meyer,L,301-03-4775,4057363055,Female,1938-12-29,"55130 Fernandez Forest, Owensbury, Ne 21461",2020-01-03,Hospital A,86,Senior,False
HOSP_A_HOSP1-003057,Andrew,Wright,R,123-57-3527,6277634875,Male,1995-12-20,"69875 James Causeway, East Debraview, Fl 94705",2021-05-02,Hospital A,29,Adult,False
HOSP_A_HOSP1-003058,Victoria,Cuevas,X,119-70-7032,4986589393,Female,2017-01-05,"10757 Robbins Circles Apt. 007, South Amandaview, Sd 97668",2024-10-31,Hospital A,8,Child,True
HOSP_A_HOSP1-003059,Katie,Roberts,E,602-87-9368,4279506433,Male,1937-11-14,"905 Brian Lock, North Daltonton, Pw 67195",2023-07-20,Hospital A,87,Senior,False
HOSP_A_HOSP1-003060,Corey,Johnson,U,115-11-2448,3798318323,Female,1967-05-31,"30657 Tucker Plains Suite 688, West Adam, Me 34461",2023-01-07,Hospital A,58,Adult,False
HOSP_A_HOSP1-003061,Ashley,Orozco,S,150-92-8570,2994899998,Male,2007-02-15,"576 James Mount Apt. 371, West Lisafort, In 72266",2023-11-02,Hospital A,18,Adult,False
HOSP_A_HOSP1-003062,Samuel,Velazquez,C,497-98-0951,2123535763,Male,1963-11-27,"3948 Huerta Hill Apt. 661, Angieview, Gu 50737",2020-03-23,Hospital A,61,Senior,False
HOSP_A_HOSP1-003063,David,Gomez,W,085-08-8438,4715844379,Male,2012-03-22,"6874 Carroll Glen Suite 880, Jacksonside, Ne 67112",2024-06-10,Hospital A,13,Child,True
HOSP_A_HOSP1-003064,Nicholas,Ramirez,W,591-70-3704,6339499319,Male,1928-03-09,"8948 Jenkins Cliffs, New Laura, Hi 82049",2020-10-01,Hospital A,97,Senior,False
HOSP_A_HOSP1-003065,John,Johnson,E,643-69-9618,7045255196,Female,1947-09-11,"Psc 0029, Box 3638, Apo Ae 58796",2020-05-25,Hospital A,77,Senior,False
HOSP_A_HOSP1-003066,Mariah,Vega,M,724-61-1816,3895157384,Female,1992-10-20,"371 Griffin Mountain, Lukeborough, Mn 70456",2024-08-13,Hospital A,32,Adult,False
HOSP_A_HOSP1-003067,Savannah,Jacobs,F,485-29-5413,4993363280,Male,1975-01-31,"6379 Freeman Place, West Rebeccachester, Sd 79697",2020-10-17,Hospital A,50,Adult,False
HOSP_A_HOSP1-003068,Janice,Cruz,E,492-52-9477,8933465590,Male,1946-12-03,"Psc 2978, Box 9963, Apo Aa 97471",2022-06-24,Hospital A,78,Senior,False
HOSP_A_HOSP1-003069,Brandon,Glenn,B,466-95-8364,5565223873,Male,2011-12-09,"03227 Rodriguez Ranch Suite 304, Smithfurt, Nv 95396",2023-03-28,Hospital A,13,Child,True
HOSP_A_HOSP1-003070,Susan,Peterson,K,712-62-0678,9006694617,Male,2022-11-12,"66650 Wilson Trail, Morenostad, Tx 93145",2024-05-01,Hospital A,2,Child,True
HOSP_A_HOSP1-003071,Paul,Stafford,C,321-94-1051,6792324975,Female,1959-01-10,"5238 Joann Spurs, North Elizabeth, Wa 60092",2023-01-26,Hospital A,66,Senior,False
HOSP_A_HOSP1-003072,David,Pitts,K,253-61-8396,8624878177,Male,1966-04-13,"Psc 5963, Box 7315, Apo Ap 60825",2023-06-25,Hospital A,59,Adult,False
HOSP_A_HOSP1-003073,Caitlin,Barker,D,720-53-4174,6748583697,Male,1960-11-23,"664 Marshall Trafficway, South Gina, Mi 20054",2022-05-04,Hospital A,64,Senior,False
HOSP_A_HOSP1-003074,Caleb,Scott,B,575-48-1955,6160310835,Male,1974-02-08,"723 Bonilla Garden Suite 163, Roachshire, Oh 28225",2021-01-19,Hospital A,51,Adult,False
HOSP_A_HOSP1-003075,Kayla,Shields,E,820-73-4733,7742596084,Male,1951-12-09,"Psc 6001, Box 1183, Apo Ap 63843",2023-12-23,Hospital A,73,Senior,False
HOSP_A_HOSP1-003076,Kristen,Diaz,H,178-40-8810,9088981118,Female,1949-07-25,"053 Jensen Tunnel Suite 838, North Paulburgh, Sc 46726",2024-07-05,Hospital A,76,Senior,False
HOSP_A_HOSP1-003077,Brandon,Massey,E,048-12-0252,4918625272,Female,1940-03-05,"11562 Valerie Trail Apt. 955, North Kathrynport, Mi 22008",2022-10-13,Hospital A,85,Senior,False
HOSP_A_HOSP1-003078,Michael,Ryan,E,496-46-8986,9764803819,Male,1927-02-07,"446 Kyle Garden Suite 914, Isabelland, In 12527",2023-07-17,Hospital A,98,Senior,False
HOSP_A_HOSP1-003079,Savannah,Cooper,R,337-27-6242,9774091173,Male,1956-02-02,"6942 Larson River, Gonzalezland, Vi 87581",2021-09-05,Hospital A,69,Senior,False
HOSP_A_HOSP1-003080,Christopher,Mitchell,X,081-31-7180,8614193643,Male,1935-10-05,"80432 Fisher Run Suite 353, Wilsonstad, Il 10821",2020-09-10,Hospital A,89,Senior,False
HOSP_A_HOSP1-003081,Lawrence,Santana,Y,288-21-4555,8133531056,Male,1966-01-08,"36259 Wallace Rest Suite 930, Lake Janeland, Pa 23195",2023-12-15,Hospital A,59,Adult,False
