PatientID,FirstName,LastName,MiddleName,SSN,PhoneNumber,Gender,DOB,Address,ModifiedDate,HospitalName,age,age_group,is_minor
HOSP_A_HOSP1-003053,Benjamin,Ferguson,E,646-49-5363,001-902-330-5997x20637,Male,1925-11-17,"Unit 6749 Box 3622, DPO AA 36338",2022-10-28,Hospital A,99,Senior,False
HOSP_A_HOSP1-003054,Michael,Parker,Q,789-15-4413,(434)270-6591x455,Female,1936-06-01,"8054 Dunn Brook Apt. 495, West Heather, NC 58678",2023-06-15,Hospital A,89,Senior,False
HOSP_A_HOSP1-003055,Victor,Flowers,N,211-71-4751,(416)542-0366x409,Male,1926-09-01,"961 Kevin Rue Suite 093, New Calvinhaven, AS 46783",2021-03-13,Hospital A,98,Senior,False
HOSP_A_HOSP1-003056,Denise,Meyer,L,301-03-4775,001-473-540-5736x3055,Female,1938-12-29,"55130 Fernandez Forest, Owensbury, NE 21461",2020-01-03,Hospital A,86,Senior,False
HOSP_A_HOSP1-003057,Andrew,Wright,R,123-57-3527,+1-354-862-7763x4875,Male,1995-12-20,"69875 James Causeway, East Debraview, FL 94705",2021-05-02,Hospital A,29,Adult,False
HOSP_A_HOSP1-003058,Victoria,Cuevas,X,119-70-7032,(578)498-6589x393,Female,2017-01-05,"10757 Robbins Circles Apt. 007, South Amandaview, SD 97668",2024-10-31,Hospital A,8,Child,True
HOSP_A_HOSP1-003059,Katie,Roberts,E,602-87-9368,427-950-6433,Male,1937-11-14,"905 Brian Lock, North Daltonton, PW 67195",2023-07-20,Hospital A,87,Senior,False
HOSP_A_HOSP1-003060,Corey,Johnson,U,115-11-2448,882.913.7983x18323,Female,1967-05-31,"30657 Tucker Plains Suite 688, West Adam, ME 34461",2023-01-07,Hospital A,58,Adult,False
HOSP_A_HOSP1-003061,Ashley,Orozco,S,150-92-8570,+1-299-489-9998,Male,2007-02-15,"576 James Mount Apt. 371, West Lisafort, IN 72266",2023-11-02,Hospital A,18,Adult,False
HOSP_A_HOSP1-003062,Samuel,Velazquez,C,497-98-0951,001-734-922-1235x35763,Male,1963-11-27,"3948 Huerta Hill Apt. 661, Angieview, GU 50737",2020-03-23,Hospital A,61,Senior,False
HOSP_A_HOSP1-003063,David,Gomez,W,085-08-8438,4715844379,Male,2012-03-22,"6874 Carroll Glen Suite 880, Jacksonside, NE 67112",2024-06-10,Hospital A,13,Child,True
HOSP_A_HOSP1-003064,Nicholas,Ramirez,W,591-70-3704,+1-275-463-3949x9319,Male,1928-03-09,"8948 Jenkins Cliffs, New Laura, HI 82049",2020-10-01,Hospital A,97,Senior,False
HOSP_A_HOSP1-003065,John,Johnson,E,643-69-9618,459.770.4525x5196,Female,1947-09-11,"PSC 0029, Box 3638, APO AE 58796",2020-05-25,Hospital A,77,Senior,False
HOSP_A_HOSP1-003066,Mariah,Vega,M,724-61-1816,(389)515-7384,Female,1992-10-20,"371 Griffin Mountain, Lukeborough, MN 70456",2024-08-13,Hospital A,32,Adult,False
HOSP_A_HOSP1-003067,Savannah,Jacobs,F,485-29-5413,499-336-3280,Male,1975-01-31,"6379 Freeman Place, West Rebeccachester, SD 79697",2020-10-17,Hospital A,50,Adult,False
HOSP_A_HOSP1-003068,Janice,Cruz,E,492-52-9477,893.346.5590,Male,1946-12-03,"PSC 2978, Box 9963, APO AA 97471",2022-06-24,Hospital A,78,Senior,False
HOSP_A_HOSP1-003069,Brandon,Glenn,B,466-95-8364,556-522-3873,Male,2011-12-09,"03227 Rodriguez Ranch Suite 304, Smithfurt, NV 95396",2023-03-28,Hospital A,13,Child,True
HOSP_A_HOSP1-003070,Susan,Peterson,K,712-62-0678,497.900.6694x617,Male,2022-11-12,"66650 Wilson Trail, Morenostad, TX 93145",2024-05-01,Hospital A,2,Child,True
HOSP_A_HOSP1-003071,Paul,Stafford,C,321-94-1051,679.232.4975,Female,1959-01-10,"5238 Joann Spurs, North Elizabeth, WA 60092",2023-01-26,Hospital A,66,Senior,False
HOSP_A_HOSP1-003072,David,Pitts,K,253-61-8396,001-221-862-4878x177,Male,1966-04-13,"PSC 5963, Box 7315, APO AP 60825",2023-06-25,Hospital A,59,Adult,False
HOSP_A_HOSP1-003073,Caitlin,Barker,D,720-53-4174,674.858.3697,Male,1960-11-23,"664 Marshall Trafficway, South Gina, MI 20054",2022-05-04,Hospital A,64,Senior,False
HOSP_A_HOSP1-003074,Caleb,Scott,B,575-48-1955,001-279-561-6031x0835,Male,1974-02-08,"723 Bonilla Garden Suite 163, Roachshire, OH 28225",2021-01-19,Hospital A,51,Adult,False
HOSP_A_HOSP1-003075,Kayla,Shields,E,820-73-4733,7742596084,Male,1951-12-09,"PSC 6001, Box 1183, APO AP 63843",2023-12-23,Hospital A,73,Senior,False
HOSP_A_HOSP1-003076,Kristen,Diaz,H,178-40-8810,882-790-8898x1118,Female,1949-07-25,"053 Jensen Tunnel Suite 838, North Paulburgh, SC 46726",2024-07-05,Hospital A,76,Senior,False
HOSP_A_HOSP1-003077,Brandon,Massey,E,048-12-0252,(491)862-5272,Female,1940-03-05,"11562 Valerie Trail Apt. 955, North Kathrynport, MI 22008",2022-10-13,Hospital A,85,Senior,False
HOSP_A_HOSP1-003078,Michael,Ryan,E,496-46-8986,001-528-797-6480x3819,Male,1927-02-07,"446 Kyle Garden Suite 914, Isabelland, IN 12527",2023-07-17,Hospital A,98,Senior,False
HOSP_A_HOSP1-003079,Savannah,Cooper,R,337-27-6242,(977)409-1173,Male,1956-02-02,"6942 Larson River, Gonzalezland, VI 87581",2021-09-05,Hospital A,69,Senior,False
HOSP_A_HOSP1-003080,Christopher,Mitchell,X,081-31-7180,+1-313-861-4193x643,Male,1935-10-05,"80432 Fisher Run Suite 353, Wilsonstad, IL 10821",2020-09-10,Hospital A,89,Senior,False
HOSP_A_HOSP1-003081,Lawrence,Santana,Y,288-21-4555,(813)353-1056,Male,1966-01-08,"36259 Wallace Rest Suite 930, Lake Janeland, PA 23195",2023-12-15,Hospital A,59,Adult,False
HOSP_A_HOSP1-003082,Alexis,Roman,S,741-23-3580,001-483-740-9472x2114,Female,1938-12-30,"811 David Extension, Clementsmouth, MT 49233",2022-09-24,Hospital A,86,Senior,False
HOSP_A_HOSP1-003083,Derek,Harris,S,242-14-4909,(735)872-0156x44564,Male,2013-04-16,"6765 Jose Square, West Jeffreymouth, NY 46632",2022-10-20,Hospital A,12,Child,True
HOSP_A_HOSP1-003084,Jennifer,Bailey,T,012-98-7471,780.393.1939x3685,Female,1955-12-24,"6192 Taylor Cape, Meganfort, UT 79872",2021-01-29,Hospital A,69,Senior,False
HOSP_A_HOSP1-003085,Jack,Clay,N,554-76-0061,+1-784-944-7578x54703,Female,2002-07-30,"4420 Felicia Stream, West Kendrafort, OK 73738",2020-03-29,Hospital A,23,Adult,False
HOSP_A_HOSP1-003086,Dwayne,Harris,E,706-38-8709,794-671-4365x04975,Female,1973-01-21,"68915 Haas Ridges, Port Tanyamouth, DC 81649",2020-12-16,Hospital A,52,Adult,False
HOSP_A_HOSP1-003087,Andrea,Lee,K,166-24-6320,001-440-301-0084x2286,Male,1947-01-25,"4697 Kendra Mill Apt. 635, Lake Johnny, ID 44165",2020-09-09,Hospital A,78,Senior,False
HOSP_A_HOSP1-003088,John,Mcguire,L,604-28-1333,3976007273,Male,2021-02-17,"035 Lee Land Apt. 915, Kaylaberg, AL 77736",2022-07-14,Hospital A,4,Child,True
HOSP_A_HOSP1-003089,John,Peterson,X,485-55-6852,509.371.7537x84849,Female,1924-05-05,"9811 Brian Inlet Suite 352, Jessemouth, AR 49518",2023-02-15,Hospital A,101,Senior,False
HOSP_A_HOSP1-003090,Joshua,Huff,D,587-22-0449,(832)630-7084x4726,Male,1992-05-07,"23485 Davis Ports, South Tracey, IN 74051",2022-03-30,Hospital A,33,Adult,False
HOSP_A_HOSP1-003091,Elizabeth,Barnett,L,682-32-9152,298.602.4184,Female,1995-02-10,"29786 Richard Cove, South Andrewstad, VI 54533",2020-11-05,Hospital A,30,Adult,False
HOSP_A_HOSP1-003092,Jason,Raymond,E,089-11-9586,001-471-248-1181x3953,Male,1993-08-25,"86947 Emily Manors Apt. 647, New Cheyenneport, LA 60390",2022-04-09,Hospital A,31,Adult,False
HOSP_A_HOSP1-003093,Julia,Morris,J,022-94-1148,5845545744,Male,1989-07-22,"959 Elizabeth Port Suite 366, South David, FL 41006",2024-07-18,Hospital A,36,Adult,False
HOSP_A_HOSP1-003094,Craig,Flores,D,698-72-9486,440.679.6343,Male,1971-04-19,"PSC 3948, Box 9846, APO AE 78328",2020-01-31,Hospital A,54,Adult,False
HOSP_A_HOSP1-003095,Lori,Sullivan,B,248-33-5753,795-459-5646,Female,1962-12-04,"333 Douglas Shores, Kevinside, PW 56368",2021-09-29,Hospital A,62,Senior,False
HOSP_A_HOSP1-003096,Jacob,Robinson,Q,084-46-3426,596.308.5913,Female,1998-07-05,"15549 Wells Pines Apt. 421, East Michael, MA 57173",2023-12-16,Hospital A,27,Adult,False
HOSP_A_HOSP1-003097,Michelle,Ortega,K,727-39-2186,464-852-3491x9166,Female,1951-02-27,"03022 Christina Mountains Apt. 078, New Helenhaven, AL 09600",2021-07-04,Hospital A,74,Senior,False
HOSP_A_HOSP1-003098,Sandra,Phillips,L,721-55-2924,+1-470-722-4939x4816,Female,2022-05-19,"034 Gerald Circle, West Danamouth, GU 02970",2020-05-25,Hospital A,3,Child,True
HOSP_A_HOSP1-003099,Sherry,Adams,M,737-33-9984,725-444-7700,Female,1949-11-16,"938 Kevin Circles, Mathewsside, IN 06166",2023-05-15,Hospital A,75,Senior,False
HOSP_A_HOSP1-003100,Martha,Henson,D,608-65-1428,840.316.8823x94476,Male,1978-10-09,"12906 Norton Parkways, Chungport, WY 48238",2021-06-27,Hospital A,46,Adult,False
HOSP_A_HOSP1-003101,Jennifer,Davis,A,479-31-4539,001-478-536-8409x020,Female,1939-10-11,"191 Michael Well, Lake Reginamouth, VA 03846",2024-09-27,Hospital A,85,Senior,False
HOSP_A_HOSP1-003102,Jennifer,Hernandez,I,475-73-4528,(359)703-0682x5441,Male,1971-06-17,"0797 Martha Mountain Apt. 571, South Christopher, NJ 99500",2021-01-19,Hospital A,54,Adult,False
HOSP_A_HOSP1-003103,Douglas,Watkins,E,889-01-7240,852.672.9570,Female,1990-10-27,"723 Parker Station Suite 097, Jonathanchester, PR 31204",2022-01-27,Hospital A,34,Adult,False
HOSP_A_HOSP1-003104,Barbara,Wilson,I,279-08-7312,404-559-4073x30147,Male,1995-03-03,"37761 Williams Station Apt. 655, Robertstad, MT 37024",2023-03-12,Hospital A,30,Adult,False
HOSP_A_HOSP1-003105,Julie,Cooke,Q,122-30-9228,415.299.7898,Male,1981-05-11,"2615 Christine Extensions Apt. 080, New Ashley, AL 30637",2020-08-17,Hospital A,44,Adult,False
HOSP_A_HOSP1-003106,Mark,Franklin,G,077-66-8165,9033057265,Female,1954-09-21,"892 Kenneth Courts, Shelbybury, GA 16001",2020-09-27,Hospital A,70,Senior,False
HOSP_A_HOSP1-003107,Erik,Callahan,T,089-78-0654,401-667-8137x28907,Male,1983-07-29,"2665 Alexander Views, Wheelermouth, PA 28578",2023-08-29,Hospital A,42,Adult,False
HOSP_A_HOSP1-003108,Nathan,Thomas,J,183-25-8199,943-908-0867x386,Female,1943-04-09,"87232 Matthew Via, Christopherstad, CA 80747",2020-02-08,Hospital A,82,Senior,False
HOSP_A_HOSP1-003109,Kelly,Jackson,K,103-15-7883,(326)265-5516x6797,Male,1937-10-11,"827 Clark Shoal, Richardsonfurt, IL 81623",2021-07-11,Hospital A,87,Senior,False
HOSP_A_HOSP1-003110,Tina,Edwards,N,690-80-8143,8243566758,Female,2011-04-23,"839 Rodriguez Key, Justinville, SC 01023",2024-02-07,Hospital A,14,Child,True
HOSP_A_HOSP1-003111,Billy,King,Z,727-83-2475,793-338-7400x37424,Male,1935-04-12,"61804 Michael Lights Apt. 528, Joseport, VT 32566",2020-06-10,Hospital A,90,Senior,False
HOSP_A_HOSP1-003112,Kevin,Tucker,C,291-54-6241,001-960-976-8240,Female,1924-10-21,"31425 Mccullough Streets Apt. 409, East Deanna, AS 26086",2020-09-11,Hospital A,100,Senior,False
HOSP_A_HOSP1-003113,Tyler,Burton,J,868-81-5875,001-689-299-9122x3439,Male,1971-11-22,"6190 Sara Key Apt. 490, North Carrieton, DE 04751",2021-07-27,Hospital A,53,Adult,False
HOSP_A_HOSP1-003114,Sara,Alvarez,T,191-71-2268,001-695-986-2900x7272,Female,1969-10-11,"72897 Lee View, Orozcotown, VI 53896",2020-09-28,Hospital A,55,Adult,False
HOSP_A_HOSP1-003115,John,Glenn,Y,233-10-8920,757.732.5345,Female,1963-01-02,"18311 Roberts Canyon Apt. 575, Mauricehaven, OK 11757",2023-02-16,Hospital A,62,Senior,False
HOSP_A_HOSP1-003116,Robert,Snow,Q,065-95-2470,001-727-233-6306x764,Male,1995-01-27,"6083 Deborah Hills Suite 506, Davisborough, MS 09067",2022-02-07,Hospital A,30,Adult,False
HOSP_A_HOSP1-003117,Juan,Hill,Y,808-39-7811,495.747.6338x81494,Female,1983-06-26,"999 Zimmerman Spur, North Brooke, IN 18740",2021-03-09,Hospital A,42,Adult,False
HOSP_A_HOSP1-003118,Keith,Sanders,C,529-36-8359,(631)209-0340x54550,Male,1972-05-04,"978 Robertson Coves, Atkinsfurt, PW 48376",2020-01-01,Hospital A,53,Adult,False
HOSP_A_HOSP1-003119,Ethan,Jones,Y,608-29-8098,223.508.5653x2321,Female,1935-04-12,"05005 Donna Ranch, West Matthew, OH 20323",2024-03-14,Hospital A,90,Senior,False
HOSP_A_HOSP1-003120,Jason,Singleton,S,584-92-9729,684.896.2611x04069,Female,1927-12-29,"0950 Stevens Avenue Suite 457, North Connie, NH 58845",2022-07-17,Hospital A,97,Senior,False
HOSP_A_HOSP1-003121,Laura,Thompson,U,368-95-6701,001-874-384-2731x860,Female,2002-03-04,"4633 Melissa Turnpike, North Shelley, FM 17756",2021-06-16,Hospital A,23,Adult,False
HOSP_A_HOSP1-003122,Bobby,Yang,T,033-97-0275,609-939-2129x28571,Male,1994-10-09,"736 Meghan Island, Johnsonbury, GA 28279",2021-05-31,Hospital A,30,Adult,False
HOSP_A_HOSP1-003123,Erin,Williams,A,884-83-0753,315.699.5898,Female,1992-12-13,"81922 Terry Skyway Apt. 961, Landrystad, NE 06647",2023-01-08,Hospital A,32,Adult,False
HOSP_A_HOSP1-003124,Christina,Garza,R,410-19-3740,882.556.3578x7918,Female,2021-11-30,"18279 Nash Garden Apt. 665, Mitchellburgh, NC 69116",2021-11-03,Hospital A,3,Child,True
HOSP_A_HOSP1-003125,Michael,Blake,Q,298-19-1937,366-743-1760x76477,Male,1940-06-29,"1224 Nancy Valleys, Lake Sean, AS 93877",2022-07-21,Hospital A,85,Senior,False
HOSP_A_HOSP1-003126,Emily,Washington,M,066-40-8727,695.723.6484,Male,1967-11-01,"383 Hale Forges Apt. 205, Bradleyhaven, MS 16882",2021-07-24,Hospital A,57,Adult,False
HOSP_A_HOSP1-003127,Devin,Vargas,V,359-71-5559,(946)447-6179x6196,Female,1945-11-04,"7143 Nancy Glens, Port Stacyborough, AK 95822",2022-07-20,Hospital A,79,Senior,False
HOSP_A_HOSP1-003128,Edward,Stanley,T,036-94-1316,6993321116,Male,1978-05-16,"497 Randall Cliffs, New Rhondaborough, MD 94889",2021-06-10,Hospital A,47,Adult,False
HOSP_A_HOSP1-003129,Darren,Anderson,Y,065-31-3871,833-244-1522,Female,2021-09-08,"PSC 6556, Box 9872, APO AP 16589",2023-10-31,Hospital A,3,Child,True
HOSP_A_HOSP1-003130,David,Lopez,H,539-24-4917,636.282.3697,Female,1956-05-28,"2427 Matthew Branch Apt. 191, Richardborough, CA 55247",2024-06-05,Hospital A,69,Senior,False
HOSP_A_HOSP1-003131,Erik,Murphy,N,602-79-5059,576.322.0124x98624,Male,1939-06-25,"304 Wright Prairie, Jordanbury, MI 49039",2022-12-05,Hospital A,86,Senior,False
HOSP_A_HOSP1-003132,Jordan,Wilson,M,070-21-0210,407.509.6817x06530,Female,2015-04-16,"4749 Liu Crescent, Diaztown, RI 26390",2024-08-22,Hospital A,10,Child,True
HOSP_A_HOSP1-003133,Jack,Garcia,C,184-12-3022,+1-726-326-1839x3714,Female,1964-01-05,"961 Anderson Passage Apt. 167, New Natalie, UT 33922",2020-08-01,Hospital A,61,Senior,False
HOSP_A_HOSP1-003134,Kendra,Blake,Z,651-69-5177,+1-236-446-6110x0634,Male,2008-12-27,"6906 Isaac Divide, Parkerview, AK 44981",2022-09-23,Hospital A,16,Child,True
HOSP_A_HOSP1-003135,Michele,Lindsey,M,527-78-5961,(734)359-4604x70677,Female,1941-05-27,"965 Robert Shores, Cameronmouth, SC 76495",2023-02-17,Hospital A,84,Senior,False
HOSP_A_HOSP1-003136,Jennifer,Stone,E,569-87-1671,(931)272-2605x1667,Female,1948-11-25,"812 Paul Lodge Apt. 224, Port Tracy, NJ 32230",2022-06-30,Hospital A,76,Senior,False
HOSP_A_HOSP1-003137,Kyle,Campos,Z,029-27-1857,215-454-8774x51141,Female,1975-09-09,"563 Douglas Ridges, Kristenville, VT 76387",2021-09-17,Hospital A,49,Adult,False
HOSP_A_HOSP1-003138,Kenneth,Jensen,X,242-08-3003,280.976.5703,Male,1992-09-03,"656 Fisher Shores, Gonzalezstad, ME 50654",2020-05-05,Hospital A,32,Adult,False
HOSP_A_HOSP1-003139,Amanda,Valenzuela,O,099-05-5406,9258720677,Female,1925-12-10,"20185 Quinn Court Apt. 335, South Angela, WA 32509",2020-06-28,Hospital A,99,Senior,False
HOSP_A_HOSP1-003140,Lori,Aguirre,S,788-56-3324,+1-460-312-4624x0970,Female,1932-10-16,"179 Matthew Bypass, Virginiafort, MD 59990",2022-03-02,Hospital A,92,Senior,False
HOSP_A_HOSP1-003141,Joel,Reynolds,N,765-46-7631,685.222.6141,Male,2006-03-03,"PSC 8765, Box 2839, APO AA 64318",2021-06-16,Hospital A,19,Adult,False
HOSP_A_HOSP1-003142,Danielle,Morgan,P,856-53-1979,+1-347-891-0227x8860,Female,1953-01-09,"40726 Moore Extension Suite 796, Susanchester, WA 03861",2021-04-04,Hospital A,72,Senior,False
HOSP_A_HOSP1-003143,Dawn,Jenkins,F,588-55-2019,711-325-6509,Female,2014-02-08,"053 Perez Dam Apt. 550, Garnerstad, UT 16091",2022-09-11,Hospital A,11,Child,True
HOSP_A_HOSP1-003144,Nicholas,White,L,847-45-0889,(244)702-9805,Male,1947-02-22,"077 Debbie Mission Suite 357, North Sharon, MI 72090",2021-06-16,Hospital A,78,Senior,False
HOSP_A_HOSP1-003145,Amy,Morris,Z,295-15-2176,3152847040,Female,1970-01-08,"380 Christy Walks Suite 919, South Alexander, MI 52575",2020-12-03,Hospital A,55,Adult,False
HOSP_A_HOSP1-003146,Carolyn,Stevens,F,018-38-8486,001-623-953-5822,Male,1935-08-18,"923 Smith Islands Suite 749, Dannyton, WI 25597",2021-07-07,Hospital A,89,Senior,False
HOSP_A_HOSP1-003147,Scott,Smith,L,027-65-6696,+1-347-779-7214x081,Male,1924-07-21,"901 Kyle Crest Apt. 303, Robertberg, PW 98965",2022-04-09,Hospital A,101,Senior,False
HOSP_A_HOSP1-003148,Anthony,Colon,U,188-90-5577,+1-370-484-4162,Male,1965-08-10,"23511 Steele Ports, Kimberlytown, VT 34902",2022-06-16,Hospital A,59,Adult,False
HOSP_A_HOSP1-003149,Adam,Anderson,A,794-20-0075,(898)468-7253x9071,Male,1929-11-20,"554 Danielle Neck, New Kelseyhaven, AL 66924",2024-03-20,Hospital A,95,Senior,False
HOSP_A_HOSP1-003150,Zachary,Barker,O,597-59-5802,259.973.1874,Male,1943-07-20,"92014 Kathleen Heights Suite 623, West Shawn, NE 61519",2022-12-30,Hospital A,82,Senior,False
HOSP_A_HOSP1-003151,Joseph,Rose,I,708-90-2443,5002233728,Male,1974-02-19,"847 Underwood Forge, South Lindamouth, KS 48163",2020-11-09,Hospital A,51,Adult,False
HOSP_A_HOSP1-003152,Vicki,Dean,V,488-69-5048,+1-334-427-0789x500,Male,1956-12-18,"25642 Ferguson Vista Suite 340, West Holly, AZ 52779",2021-12-29,Hospital A,68,Senior,False
HOSP_A_HOSP1-003153,Abigail,Curtis,V,376-41-1813,+1-425-954-5621,Female,2024-02-17,"492 Franco Freeway Apt. 967, Carrieberg, PA 92158",2023-03-25,Hospital A,1,Child,True
HOSP_A_HOSP1-003154,Joseph,Phillips,Y,243-87-4308,880-606-9182,Male,1956-07-18,"5695 Foley Ford Suite 303, North Linda, WI 59597",2023-11-29,Hospital A,69,Senior,False
HOSP_A_HOSP1-003155,Cameron,Sims,X,034-13-3423,251.286.2800x769,Female,2008-11-16,"0185 Jeffrey Rapid Suite 612, South Troyville, MD 98698",2023-08-24,Hospital A,16,Child,True
HOSP_A_HOSP1-003156,Christopher,Clark,L,649-39-8554,430-281-4006,Female,1995-11-10,"195 Norris Ridge, Scotttown, MS 97027",2021-01-17,Hospital A,29,Adult,False
HOSP_A_HOSP1-003157,Maria,Mccarthy,Y,883-54-1636,(982)955-1588x6203,Male,1963-04-20,"18663 Nguyen Square Apt. 334, South Rebeccamouth, WV 88565",2021-04-05,Hospital A,62,Senior,False
HOSP_A_HOSP1-003158,Dylan,Williams,C,014-23-4289,001-821-245-6537x37347,Female,1924-10-26,"296 Brown View Apt. 265, New Rebecca, UT 52723",2022-06-09,Hospital A,100,Senior,False
HOSP_A_HOSP1-003159,Marissa,Lewis,L,610-04-2612,001-790-814-4293x7000,Female,1960-06-04,"PSC 1804, Box 6915, APO AE 60116",2022-03-11,Hospital A,65,Senior,False
HOSP_A_HOSP1-003160,Craig,Simpson,Z,022-77-3311,(622)812-9738,Male,2005-01-02,"63769 Hanson Village, Rodriguezville, OK 73275",2021-07-09,Hospital A,20,Adult,False
HOSP_A_HOSP1-003161,Richard,Vega,L,657-83-5987,7795843969,Female,1971-09-22,"90615 Ashley Squares Apt. 099, Lopezside, AK 06083",2023-07-01,Hospital A,53,Adult,False
HOSP_A_HOSP1-003162,Tammy,Gutierrez,N,726-99-9767,315.244.5678,Female,1928-10-29,"28065 Lee Villages Suite 750, Jacobshire, CO 96678",2020-04-15,Hospital A,96,Senior,False
HOSP_A_HOSP1-003163,Thomas,Anderson,H,473-48-5386,903-351-4137x38906,Male,1951-10-21,"167 Gillespie Centers, Lake Richard, CA 85500",2022-11-13,Hospital A,73,Senior,False
HOSP_A_HOSP1-003164,Corey,Robles,C,576-58-4567,(923)284-0210x2000,Female,1950-11-06,"337 Flores Mountain, Jenniferport, WV 18108",2024-03-02,Hospital A,74,Senior,False
HOSP_A_HOSP1-003165,Erika,Robertson,P,054-88-5771,(687)484-0298x02271,Female,1978-05-13,"3412 James Vista Apt. 087, Port Matthew, GU 51061",2023-03-21,Hospital A,47,Adult,False
HOSP_A_HOSP1-003166,Fernando,Ruiz,O,539-13-1619,743.910.6966,Female,2003-02-10,"873 Amanda Lake, Lake Michael, VT 58046",2023-02-05,Hospital A,22,Adult,False
HOSP_A_HOSP1-003167,Jonathan,Bass,U,691-30-5783,+1-685-903-9123x1371,Male,1968-10-28,"03097 Wiley Station, Samanthashire, AL 80495",2021-11-30,Hospital A,56,Adult,False
HOSP_A_HOSP1-003168,Christopher,Dyer,E,385-27-8324,524-511-5090,Male,1926-09-04,"36574 Sullivan Via Apt. 514, Lake Jesusside, AL 15011",2022-03-19,Hospital A,98,Senior,False
HOSP_A_HOSP1-003169,Devin,Patel,L,012-93-8962,994.808.6392,Female,1985-04-27,"9062 Briana Neck, Mejiachester, MD 03479",2024-01-22,Hospital A,40,Adult,False
HOSP_A_HOSP1-003170,Crystal,Henry,T,505-56-0200,2983640529,Male,2016-07-28,"8522 King Ports, Jonesmouth, MA 77345",2022-02-26,Hospital A,9,Child,True
HOSP_A_HOSP1-003171,Susan,Rodriguez,Y,608-19-5539,917-656-0406,Male,1973-06-08,"13593 Ashley Ridge Suite 431, North Marytown, CA 18693",2023-04-12,Hospital A,52,Adult,False
HOSP_A_HOSP1-003172,Jennifer,Ramos,T,579-41-5805,633.642.6122,Male,1998-02-02,"110 Sean Drives Suite 595, Lake William, GA 12793",2021-05-26,Hospital A,27,Adult,False
HOSP_A_HOSP1-003173,Ashley,Tanner,A,556-94-3698,231-325-3643,Male,1998-12-18,"6450 Kimberly Plaza, Davidshire, MS 67268",2024-07-10,Hospital A,26,Adult,False
HOSP_A_HOSP1-003174,Misty,Flores,U,259-92-5617,001-632-639-4212x432,Male,1963-11-18,"24626 Timothy Brook, Port Tami, MS 49587",2022-04-16,Hospital A,61,Senior,False
HOSP_A_HOSP1-003175,Christopher,Wright,Y,246-18-7248,+1-423-469-5526,Male,2019-03-26,"1849 Murphy Mills Suite 668, North Carlaside, SC 43523",2024-09-19,Hospital A,6,Child,True
HOSP_A_HOSP1-003176,James,Harris,E,458-50-4949,476-572-5976,Male,1956-09-03,"1438 Young Stravenue Suite 411, Lake Kenneth, AS 86465",2023-04-21,Hospital A,68,Senior,False
HOSP_A_HOSP1-003177,Jennifer,Green,Q,838-71-6721,230-568-3223x6640,Female,2008-02-03,"83208 Sanchez Terrace, Larrystad, KY 09271",2021-11-30,Hospital A,17,Child,True
HOSP_A_HOSP1-003178,Blake,Brown,H,529-24-1107,528.373.1729x85970,Male,1936-07-29,"USCGC Kelly, FPO AA 31266",2022-01-13,Hospital A,89,Senior,False
HOSP_A_HOSP1-003179,Hannah,Jackson,R,688-60-2812,001-773-659-2513x2542,Female,1946-08-07,"98207 Deborah Park, New Mariaberg, KS 17082",2022-03-25,Hospital A,78,Senior,False
HOSP_A_HOSP1-003180,Alexandra,Wright,C,286-82-7823,001-407-798-8077,Female,1979-12-04,"73635 Joseph Extension Apt. 539, Lake Jillberg, IA 85715",2022-11-01,Hospital A,45,Adult,False
HOSP_A_HOSP1-003181,Todd,Casey,N,432-95-6757,6756898122,Male,1955-01-16,"4446 Alex Villages, Burtonburgh, UT 77619",2021-09-03,Hospital A,70,Senior,False
HOSP_A_HOSP1-003182,Dale,Rose,L,122-98-1071,(511)625-6490x063,Male,1934-02-10,"985 Natalie Mall, New Steven, OR 28207",2022-01-18,Hospital A,91,Senior,False
HOSP_A_HOSP1-003183,Hannah,Sampson,I,644-21-4503,001-852-779-4956x7311,Female,1926-11-21,"5368 Howell Stravenue Apt. 146, New Ashleyport, UT 15642",2022-03-15,Hospital A,98,Senior,False
HOSP_A_HOSP1-003184,Frank,Farmer,A,702-09-2013,001-457-659-7132x47095,Female,1999-05-21,"USS Black, FPO AP 70280",2023-06-10,Hospital A,26,Adult,False
HOSP_A_HOSP1-003185,Karen,Ward,X,709-12-2508,(859)296-5857,Female,1926-05-11,"739 Jacqueline Course, South Kaylafort, VA 48521",2023-12-06,Hospital A,99,Senior,False
HOSP_A_HOSP1-003186,James,Foley,W,687-28-1124,+1-593-997-5580x6086,Male,2016-03-31,"3023 Washington Branch Apt. 037, South Michaelstad, CT 34586",2021-11-22,Hospital A,9,Child,True
HOSP_A_HOSP1-003187,Ronald,Shannon,G,391-49-3636,853-969-6285x4983,Male,1992-07-21,"327 Pope Causeway Suite 647, New Teresa, AL 74480",2021-04-04,Hospital A,33,Adult,False
HOSP_A_HOSP1-003188,Michael,Valdez,I,476-21-2081,(747)532-4034x90517,Female,1962-11-06,"78187 Katrina Parkways, Marymouth, MP 77935",2023-11-05,Hospital A,62,Senior,False
HOSP_A_HOSP1-003189,Penny,Hammond,P,015-33-4472,+1-327-450-8353x929,Male,2001-10-06,"698 Bridges Views Suite 999, East Ronaldview, AK 86862",2021-09-23,Hospital A,23,Adult,False
